date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:51:47	61405/61405	---M-Z	200	added ('OK')	text/html	etag:%220e971596674d31:0%22	http://stepcone.gmrit.org/home.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/home.html	(from )
23:51:48	2696/2696	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2018%20Dec%202017%2018:21:46%20GMT	http://stepcone.gmrit.org/robots.txt		(from )
23:51:50	18155/18155	---M-Z	200	added ('OK')	text/css	etag:%220f955c3f68d31:0%22	http://stepcone.gmrit.org/assets/css/responsive.css	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/css/responsive.css	(from http://stepcone.gmrit.org/home.html)
23:51:52	150702/150702	---M-Z	200	added ('OK')	text/css	etag:%220f955c3f68d31:0%22	http://stepcone.gmrit.org/assets/css/bootstrap.min.css	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/css/bootstrap.min.css	(from http://stepcone.gmrit.org/home.html)
23:51:54	140446/140446	---M-Z	200	added ('OK')	text/css	etag:%220f955c3f68d31:0%22	http://stepcone.gmrit.org/assets/css/no-animate.css	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/css/no-animate.css	(from http://stepcone.gmrit.org/home.html)
23:51:54	45276/45276	---M-Z	200	added ('OK')	text/css	etag:%2208751b9df68d31:0%22	http://stepcone.gmrit.org/assets/css/home.css	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/css/home.css	(from http://stepcone.gmrit.org/home.html)
23:51:57	19359/19359	---M-Z	200	added ('OK')	text/css	etag:%220e971596674d31:0%22	http://stepcone.gmrit.org/assets/css/home-page.css	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/css/home-page.css	(from http://stepcone.gmrit.org/home.html)
23:52:00	31000/31000	---MCZ	200	added ('OK')	text/css	date:Mon,%2024%20Oct%202016%2016:31:35%20GMT	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	C:/My%20Web%20Sites/stepcone/cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	(from http://stepcone.gmrit.org/home.html)
23:52:03	246713/246713	---M--	200	added ('OK')	image/png	etag:%220f955c3f68d31:0%22	http://stepcone.gmrit.org/assets/images/logo.png	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/assets/images/logo.png	(from http://stepcone.gmrit.org/home.html)
23:52:04	19079/19079	---M-Z	200	added ('OK')	text/html	etag:%2208567216e68d31:0%22	http://stepcone.gmrit.org/paper-presentations/index.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/paper-presentations/index.html	(from http://stepcone.gmrit.org/home.html)
23:52:05	20335/20335	---M-Z	200	added ('OK')	text/html	etag:%2208f20786d68d31:0%22	http://stepcone.gmrit.org/paper-presentations/cse.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/paper-presentations/cse.html	(from http://stepcone.gmrit.org/home.html)
23:52:07	20087/20087	---M-Z	200	added ('OK')	text/html	etag:%220794a416d68d31:0%22	http://stepcone.gmrit.org/paper-presentations/che.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/paper-presentations/che.html	(from http://stepcone.gmrit.org/home.html)
23:52:09	20664/20664	---M-Z	200	added ('OK')	text/html	etag:%220387a616d68d31:0%22	http://stepcone.gmrit.org/paper-presentations/civil.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/paper-presentations/civil.html	(from http://stepcone.gmrit.org/home.html)
23:52:10	20234/20234	---M-Z	200	added ('OK')	text/html	etag:%2206f91ea6d68d31:0%22	http://stepcone.gmrit.org/paper-presentations/ece.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/paper-presentations/ece.html	(from http://stepcone.gmrit.org/home.html)
23:52:11	20957/20957	---M-Z	200	added ('OK')	text/html	etag:%220f0ac166e68d31:0%22	http://stepcone.gmrit.org/paper-presentations/eee.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/paper-presentations/eee.html	(from http://stepcone.gmrit.org/home.html)
23:52:12	19868/19868	---M-Z	200	added ('OK')	text/html	etag:%22047532d6e68d31:0%22	http://stepcone.gmrit.org/paper-presentations/it.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/paper-presentations/it.html	(from http://stepcone.gmrit.org/home.html)
23:52:12	2696/2696	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2018%20Dec%202017%2018:22:11%20GMT	http://stepcone.gmrit.org/paper-presentations/meech.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/paper-presentations/meech.f.delayed	(from http://stepcone.gmrit.org/home.html)
23:52:14	20146/20146	---M-Z	200	added ('OK')	text/html	etag:%2206834d6e68d31:0%22	http://stepcone.gmrit.org/paper-presentations/power.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/paper-presentations/power.html	(from http://stepcone.gmrit.org/home.html)
23:52:14	21343/21343	---M-Z	200	added ('OK')	text/html	etag:%2201d387a7068d31:0%22	http://stepcone.gmrit.org/workshops/index.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/workshops/index.html	(from http://stepcone.gmrit.org/home.html)
23:52:16	21760/21760	---M-Z	200	added ('OK')	text/html	etag:%220e12dad6f68d31:0%22	http://stepcone.gmrit.org/workshops/aspen.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/workshops/aspen.html	(from http://stepcone.gmrit.org/home.html)
23:52:16	21105/21105	---M-Z	200	added ('OK')	text/html	etag:%220d6c2916f68d31:0%22	http://stepcone.gmrit.org/workshops/3d-printing.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/workshops/3d-printing.html	(from http://stepcone.gmrit.org/home.html)
23:52:17	20495/20495	---M-Z	200	added ('OK')	text/html	etag:%220ae84d46f68d31:0%22	http://stepcone.gmrit.org/workshops/biped-robotics.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/workshops/biped-robotics.html	(from http://stepcone.gmrit.org/home.html)
23:52:18	21242/21242	---M-Z	200	added ('OK')	text/html	etag:%220433fdf6f68d31:0%22	http://stepcone.gmrit.org/workshops/brain-wave.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/workshops/brain-wave.html	(from http://stepcone.gmrit.org/home.html)
23:52:19	20082/20082	---M-Z	200	added ('OK')	text/html	etag:%220c5df9e6f68d31:0%22	http://stepcone.gmrit.org/workshops/andro-engine.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/workshops/andro-engine.html	(from http://stepcone.gmrit.org/home.html)
23:52:20	21772/21772	---M-Z	200	added ('OK')	text/html	etag:%2202195477e68d31:0%22	http://stepcone.gmrit.org/workshops/cross-platform-app.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/workshops/cross-platform-app.html	(from http://stepcone.gmrit.org/home.html)
23:52:21	22092/22092	---M-Z	200	added ('OK')	text/html	etag:%2208ef5467068d31:0%22	http://stepcone.gmrit.org/workshops/cyber-security.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/workshops/cyber-security.html	(from http://stepcone.gmrit.org/home.html)
23:52:23	21587/21587	---M-Z	200	added ('OK')	text/html	etag:%22028a3957068d31:0%22	http://stepcone.gmrit.org/workshops/internet-of-things.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/workshops/internet-of-things.html	(from http://stepcone.gmrit.org/home.html)
23:52:24	21207/21207	---M-Z	200	added ('OK')	text/html	etag:%22038d4c36f68d31:0%22	http://stepcone.gmrit.org/workshops/augmented-reality.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/workshops/augmented-reality.html	(from http://stepcone.gmrit.org/home.html)
23:52:25	20702/20702	---M-Z	200	added ('OK')	text/html	etag:%220f8b5a87068d31:0%22	http://stepcone.gmrit.org/workshops/pcb-design.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/workshops/pcb-design.html	(from http://stepcone.gmrit.org/home.html)
23:52:26	20896/20896	---M-Z	200	added ('OK')	text/html	etag:%220603fb27068d31:0%22	http://stepcone.gmrit.org/workshops/photo-voltaics.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/workshops/photo-voltaics.html	(from http://stepcone.gmrit.org/home.html)
23:52:27	19918/19918	---M-Z	200	added ('OK')	text/html	etag:%220c8c8bb7068d31:0%22	http://stepcone.gmrit.org/workshops/project-planning.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/workshops/project-planning.html	(from http://stepcone.gmrit.org/home.html)
23:52:28	20445/20445	---M-Z	200	added ('OK')	text/html	etag:%2208ab4c77068d31:0%22	http://stepcone.gmrit.org/workshops/survey.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/workshops/survey.html	(from http://stepcone.gmrit.org/home.html)
23:52:29	20259/20259	---M-Z	200	added ('OK')	text/html	etag:%220bf3a966e68d31:0%22	http://stepcone.gmrit.org/spotlights&other/index.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/spotlights&other/index.html	(from http://stepcone.gmrit.org/home.html)
23:52:30	26001/26001	---M-Z	200	added ('OK')	text/html	etag:%220d695606e68d31:0%22	http://stepcone.gmrit.org/spotlights&other/adc.html	C:/My%20Web%20Sites/stepcone/stepcone.gmrit.org/spotlights&other/adc.html	(from http://stepcone.gmrit.org/home.html)
